episode,episode_reward,avg_reward,epsilon,sim_seconds,total_departed,avg_departed_per_sec,switch_count,average_queue,average_wait,average_imbalance,cumulative_queue,cumulative_wait,final_total_queue,final_total_wait
447,-10055.75,-33.5192,0.2907,7200,8713,1.2101,142,5.9832,31.7764,5.0460,43079.00,228790.00,11,85
448,-9749.30,-32.4977,0.2891,7200,8528,1.1844,149,5.7988,30.8011,4.9001,41751.00,221768.00,12,77
449,-9640.15,-32.1338,0.2875,7200,8551,1.1876,144,5.7354,30.4693,4.8362,41295.00,219379.00,7,58
450,-10174.30,-33.9143,0.2859,7200,8651,1.2015,166,6.0332,32.1304,5.0601,43439.00,231339.00,8,71
451,-10306.65,-34.3555,0.2843,7200,8701,1.2085,165,6.0738,32.5651,5.0743,43731.00,234469.00,14,96
452,-9768.63,-32.5621,0.2828,7200,8616,1.1967,134,5.8119,30.8853,4.8939,41846.00,222374.00,7,64
453,-10091.81,-33.6394,0.2812,7200,8551,1.1876,137,5.9719,31.9004,5.0069,42998.00,229683.00,14,108
454,-10303.87,-34.3462,0.2796,7200,8663,1.2032,154,6.0893,32.5578,5.0910,43843.00,234416.00,10,61
455,-9920.21,-33.0674,0.2780,7200,8587,1.1926,148,5.9015,31.3396,4.9790,42491.00,225645.00,10,85
456,-10233.59,-34.1120,0.2764,7200,8723,1.2115,144,6.0563,32.3494,5.0651,43605.00,232916.00,10,75
457,-9857.84,-32.8595,0.2748,7200,8576,1.1911,155,5.8662,31.1385,4.9415,42237.00,224197.00,11,79
458,-9870.34,-32.9011,0.2732,7200,8548,1.1872,169,5.8594,31.1701,4.9186,42188.00,224425.00,12,67
459,-10184.47,-33.9482,0.2717,7200,8664,1.2033,154,6.0229,32.1765,5.0740,43365.00,231671.00,4,19
460,-10012.85,-33.3762,0.2701,7200,8620,1.1972,136,5.9286,31.6575,4.9778,42686.00,227934.00,16,125
461,-10115.09,-33.7170,0.2685,7200,8583,1.1921,142,5.9736,31.9739,5.0119,43010.00,230212.00,12,104
462,-9861.83,-32.8728,0.2669,7200,8582,1.1919,131,5.8539,31.1817,4.9264,42148.00,224508.00,10,79
463,-10118.70,-33.7290,0.2653,7200,8733,1.2129,150,6.0004,31.9785,5.0346,43203.00,230245.00,12,97
464,-10122.38,-33.7413,0.2638,7200,8662,1.2031,133,6.0031,31.9956,5.0681,43222.00,230368.00,9,56
465,-9836.61,-32.7887,0.2622,7200,8599,1.1943,145,5.8357,31.0918,4.9096,42017.00,223861.00,13,90
466,-10003.15,-33.3438,0.2606,7200,8532,1.1850,142,5.9278,31.6147,4.9703,42680.00,227626.00,11,76
467,-10097.55,-33.6585,0.2590,7200,8592,1.1933,145,5.9718,31.9111,5.0235,42997.00,229760.00,11,84
468,-10178.25,-33.9275,0.2574,7200,8750,1.2153,153,6.0581,32.1543,5.0811,43618.00,231511.00,10,95
469,-10126.22,-33.7541,0.2558,7200,8701,1.2085,129,5.9844,32.0218,5.0531,43088.00,230557.00,9,76
470,-9799.77,-32.6659,0.2542,7200,8542,1.1864,138,5.8278,30.9726,4.9144,41960.00,223003.00,12,88
471,-9941.60,-33.1387,0.2527,7200,8659,1.2026,136,5.9150,31.4329,4.9403,42588.00,226317.00,9,69
472,-10070.13,-33.5671,0.2511,7200,8636,1.1994,139,5.9607,31.8378,4.9896,42917.00,229232.00,17,125
473,-9960.95,-33.2032,0.2495,7200,8621,1.1974,125,5.9164,31.4962,4.9867,42598.00,226773.00,10,90
474,-10382.65,-34.6088,0.2479,7200,8736,1.2133,139,6.1235,32.8264,5.1271,44089.00,236350.00,6,42
475,-10018.90,-33.3963,0.2463,7200,8687,1.2065,143,5.9432,31.6668,5.0057,42791.00,228001.00,9,71
476,-10008.77,-33.3626,0.2448,7200,8657,1.2024,121,5.9268,31.6668,4.9529,42673.00,228001.00,8,55
477,-10543.57,-35.1452,0.2432,7200,8864,1.2311,125,6.2479,33.3435,5.2138,44985.00,240073.00,10,59
478,-10160.85,-33.8695,0.2416,7200,8735,1.2132,132,6.0171,32.1333,5.0368,43323.00,231360.00,10,64
479,-10216.52,-34.0551,0.2400,7200,8729,1.2124,136,6.0390,32.3062,5.0560,43481.00,232605.00,11,76
480,-9960.92,-33.2031,0.2384,7200,8531,1.1849,144,5.9261,31.4656,5.0036,42668.00,226552.00,10,93
481,-9874.02,-32.9134,0.2368,7200,8560,1.1889,155,5.8629,31.1925,4.9387,42213.00,224586.00,9,63
482,-10266.32,-34.2211,0.2352,7200,8749,1.2151,148,6.0953,32.4346,5.1350,43886.00,233529.00,10,49
483,-9938.82,-33.1294,0.2337,7200,8644,1.2006,153,5.9089,31.4046,4.9517,42544.00,226113.00,15,106
484,-9926.67,-33.0889,0.2321,7200,8568,1.1900,155,5.8747,31.3625,4.9572,42298.00,225810.00,15,126
485,-9778.24,-32.5941,0.2305,7200,8572,1.1906,138,5.8490,30.8985,4.9157,42113.00,222469.00,10,74
486,-9843.10,-32.8103,0.2289,7200,8531,1.1849,132,5.8493,31.1172,4.9185,42115.00,224044.00,9,56
487,-9822.27,-32.7409,0.2273,7200,8629,1.1985,142,5.8792,31.0279,4.9719,42330.00,223401.00,9,74
488,-10367.75,-34.5592,0.2258,7200,8737,1.2135,143,6.1575,32.7568,5.1731,44334.00,235849.00,6,53
489,-9826.05,-32.7535,0.2242,7200,8609,1.1957,145,5.8557,31.0526,4.9129,42161.00,223579.00,11,91
490,-9770.27,-32.5676,0.2226,7200,8491,1.1793,140,5.7989,30.8831,4.8719,41752.00,222358.00,8,60
491,-10514.06,-35.0469,0.2210,7200,8813,1.2240,158,6.1975,33.2289,5.1625,44622.00,239248.00,12,97
492,-10219.83,-34.0661,0.2194,7200,8754,1.2158,134,6.0668,32.3110,5.0785,43681.00,232639.00,11,118
493,-9957.32,-33.1911,0.2178,7200,8549,1.1874,137,5.9072,31.4710,4.9767,42532.00,226591.00,9,80
494,-9848.87,-32.8296,0.2163,7200,8708,1.2094,152,5.8767,31.1189,4.9403,42312.00,224056.00,5,32
495,-9738.09,-32.4603,0.2147,7200,8616,1.1967,140,5.8633,30.7571,4.9444,42216.00,221451.00,9,67
496,-10033.10,-33.4437,0.2131,7200,8686,1.2064,142,5.9585,31.7076,5.0276,42901.00,228295.00,11,49
497,-10010.70,-33.3690,0.2115,7200,8623,1.1976,121,5.9692,31.6489,5.0206,42978.00,227872.00,9,56
498,-9853.44,-32.8448,0.2099,7200,8578,1.1914,163,5.8836,31.1100,4.9539,42362.00,223992.00,10,70
499,-9796.15,-32.6538,0.2083,7200,8571,1.1904,156,5.8479,30.9367,4.9340,42105.00,222744.00,10,71
500,-9799.60,-32.6653,0.2067,7200,8533,1.1851,141,5.8297,30.9668,4.9208,41974.00,222961.00,14,113
501,-10155.24,-33.8508,0.2052,7200,8724,1.2117,115,6.0265,32.1260,5.0518,43391.00,231307.00,8,85
502,-9882.32,-32.9411,0.2036,7200,8585,1.1924,145,5.9024,31.2157,4.9804,42497.00,224753.00,8,75
503,-10081.79,-33.6060,0.2020,7200,8625,1.1979,143,5.9779,31.8685,4.9893,43041.00,229453.00,8,61
504,-9918.01,-33.0600,0.2004,7200,8696,1.2078,141,5.9111,31.3457,4.9750,42560.00,225689.00,12,73
505,-10406.76,-34.6892,0.1988,7200,8817,1.2246,129,6.1822,32.9036,5.1622,44512.00,236906.00,7,41
506,-9968.27,-33.2276,0.1973,7200,8726,1.2119,145,5.9867,31.4799,5.0567,43104.00,226655.00,16,109
507,-9915.27,-33.0509,0.1957,7200,8527,1.1843,131,5.8775,31.3378,4.9939,42318.00,225632.00,9,59
508,-9801.39,-32.6713,0.1941,7200,8645,1.2007,148,5.8811,30.9565,4.9544,42344.00,222887.00,7,47
509,-10093.62,-33.6454,0.1925,7200,8641,1.2001,124,6.0051,31.9124,5.0404,43237.00,229769.00,7,73
510,-9857.98,-32.8599,0.1909,7200,8481,1.1779,143,5.8526,31.1475,4.9393,42139.00,224262.00,8,64
511,-9681.46,-32.2715,0.1893,7200,8540,1.1861,135,5.7643,30.6068,4.8496,41503.00,220369.00,12,106
512,-10057.04,-33.5235,0.1877,7200,8546,1.1869,141,5.9331,31.7861,5.0161,42718.00,228860.00,14,93
513,-10048.41,-33.4947,0.1862,7200,8714,1.2103,127,5.9737,31.7711,5.0349,43011.00,228752.00,9,45
514,-10038.28,-33.4609,0.1846,7200,8548,1.1872,138,5.9565,31.7264,4.9943,42887.00,228430.00,8,43
515,-9863.79,-32.8793,0.1830,7200,8537,1.1857,121,5.8760,31.1818,4.9707,42307.00,224509.00,15,96
516,-9688.11,-32.2937,0.1814,7200,8619,1.1971,138,5.7993,30.6171,4.8865,41755.00,220443.00,10,59
517,-9849.83,-32.8328,0.1798,7200,8576,1.1911,143,5.8794,31.1192,4.9514,42332.00,224058.00,8,57
518,-9845.22,-32.8174,0.1783,7200,8595,1.1938,124,5.8754,31.1219,4.9662,42303.00,224078.00,6,30
519,-10070.92,-33.5697,0.1767,7200,8771,1.2182,151,6.0021,31.8181,5.0468,43215.00,229090.00,11,78
520,-9969.82,-33.2327,0.1751,7200,8739,1.2138,133,5.9701,31.5119,5.0032,42985.00,226886.00,10,75
521,-10245.46,-34.1515,0.1735,7200,8683,1.2060,125,6.0721,32.4004,5.0735,43719.00,233283.00,11,72
522,-10067.61,-33.5587,0.1719,7200,8780,1.2194,125,5.9737,31.8468,5.0093,43011.00,229297.00,7,57
523,-9805.77,-32.6859,0.1703,7200,8615,1.1965,131,5.8615,30.9933,4.9376,42203.00,223152.00,7,41
524,-10077.94,-33.5931,0.1688,7200,8695,1.2076,124,5.9844,31.8756,5.0025,43088.00,229504.00,10,63
525,-9917.58,-33.0586,0.1672,7200,8630,1.1986,141,5.9332,31.3313,4.9951,42719.00,225585.00,7,44
526,-9793.45,-32.6448,0.1656,7200,8645,1.2007,128,5.8690,30.9524,4.9551,42257.00,222857.00,7,50
527,-9813.69,-32.7123,0.1640,7200,8625,1.1979,147,5.8815,30.9974,4.9529,42347.00,223181.00,6,28
528,-9985.46,-33.2849,0.1624,7200,8627,1.1982,138,5.9286,31.5579,5.0117,42686.00,227217.00,10,63
529,-10312.29,-34.3743,0.1608,7200,8766,1.2175,133,6.1199,32.6006,5.1276,44063.00,234724.00,11,91
530,-10244.68,-34.1489,0.1593,7200,8687,1.2065,135,6.0657,32.3876,5.0821,43673.00,233191.00,13,115
531,-9702.26,-32.3409,0.1577,7200,8562,1.1892,126,5.7900,30.6778,4.8683,41688.00,220880.00,11,78
532,-9953.81,-33.1794,0.1561,7200,8589,1.1929,135,5.8933,31.4731,4.9456,42432.00,226606.00,9,50
533,-10352.29,-34.5076,0.1545,7200,8706,1.2092,136,6.1275,32.7256,5.1258,44118.00,235624.00,10,67
534,-10043.18,-33.4773,0.1529,7200,8747,1.2149,135,5.9307,31.7724,4.9560,42701.00,228761.00,11,87
535,-10034.65,-33.4488,0.1513,7200,8699,1.2082,148,5.9538,31.7158,4.9918,42867.00,228354.00,6,48
536,-10352.32,-34.5077,0.1498,7200,8709,1.2096,134,6.1228,32.7318,5.1108,44084.00,235669.00,9,63
537,-10368.19,-34.5606,0.1482,7200,8770,1.2181,133,6.1306,32.7808,5.1486,44140.00,236022.00,10,80
538,-9845.09,-32.8170,0.1466,7200,8559,1.1887,125,5.8807,31.1189,4.9565,42341.00,224056.00,10,47
539,-9666.02,-32.2201,0.1450,7200,8618,1.1969,132,5.8136,30.5406,4.9164,41858.00,219892.00,12,75
540,-9899.18,-32.9973,0.1434,7200,8522,1.1836,125,5.8656,31.3051,4.9292,42232.00,225397.00,13,88
541,-10078.66,-33.5955,0.1418,7200,8652,1.2017,122,5.9911,31.8663,5.0494,43136.00,229437.00,13,113
542,-10360.22,-34.5341,0.1402,7200,8805,1.2229,114,6.1769,32.7582,5.1897,44474.00,235859.00,9,56
543,-10088.05,-33.6268,0.1387,7200,8601,1.1946,126,5.9872,31.8931,5.0381,43108.00,229630.00,8,34
544,-9889.14,-32.9638,0.1371,7200,8654,1.2019,116,5.9251,31.2717,4.9604,42661.00,225156.00,8,47
545,-9837.90,-32.7930,0.1355,7200,8625,1.1979,115,5.8514,31.1271,4.8981,42130.00,224115.00,9,47
546,-10019.10,-33.3970,0.1339,7200,8671,1.2043,129,5.9486,31.6801,5.0014,42830.00,228097.00,11,78
547,-9936.27,-33.1209,0.1323,7200,8648,1.2011,137,5.9449,31.3922,5.0163,42803.00,226024.00,8,52
548,-10294.23,-34.3141,0.1308,7200,8720,1.2111,130,6.1143,32.5433,5.1174,44023.00,234312.00,10,66
549,-9895.51,-32.9850,0.1292,7200,8570,1.1903,118,5.8958,31.2925,4.9525,42450.00,225306.00,10,65
550,-9903.39,-33.0113,0.1276,7200,8684,1.2061,123,5.9079,31.3143,4.9774,42537.00,225463.00,10,100
551,-10047.90,-33.4930,0.1260,7200,8615,1.1965,125,5.9818,31.7676,5.0113,43069.00,228727.00,13,99
552,-10101.90,-33.6730,0.1244,7200,8581,1.1918,122,6.0024,31.9378,5.0432,43217.00,229952.00,8,57
553,-9915.95,-33.0532,0.1228,7200,8633,1.1990,107,5.9158,31.3640,4.9925,42594.00,225821.00,14,71
554,-10109.57,-33.6986,0.1212,7200,8740,1.2139,130,5.9947,31.9758,5.0036,43162.00,230226.00,9,63
555,-10270.71,-34.2357,0.1197,7200,8794,1.2214,125,6.1290,32.4711,5.1224,44129.00,233792.00,9,69
556,-9802.18,-32.6739,0.1181,7200,8592,1.1933,129,5.8446,30.9921,4.9029,42081.00,223143.00,9,49
557,-10001.85,-33.3395,0.1165,7200,8600,1.1944,129,5.9201,31.6275,4.9810,42625.00,227718.00,12,83
558,-9906.52,-33.0217,0.1149,7200,8673,1.2046,104,5.9318,31.3357,4.9899,42709.00,225617.00,11,62
559,-9756.23,-32.5208,0.1133,7200,8594,1.1936,123,5.8419,30.8419,4.9211,42062.00,222062.00,9,60
560,-9881.90,-32.9397,0.1118,7200,8609,1.1957,117,5.8774,31.2624,4.9135,42317.00,225089.00,15,107
561,-9850.89,-32.8363,0.1102,7200,8590,1.1931,128,5.8644,31.1419,4.9500,42224.00,224222.00,19,151
562,-9819.88,-32.7329,0.1086,7200,8597,1.1940,137,5.8782,31.0267,4.9532,42323.00,223392.00,8,47
563,-10043.50,-33.4783,0.1070,7200,8668,1.2039,112,6.0100,31.7583,5.0397,43272.00,228660.00,7,37
564,-9610.21,-32.0340,0.1054,7200,8428,1.1706,108,5.7385,30.3949,4.8438,41317.00,218843.00,13,110
565,-9851.12,-32.8371,0.1038,7200,8682,1.2058,120,5.9089,31.1363,5.0097,42544.00,224181.00,10,58
566,-9587.77,-31.9592,0.1023,7200,8430,1.1708,130,5.7144,30.3064,4.8269,41144.00,218206.00,9,73
567,-10157.46,-33.8582,0.1007,7200,8755,1.2160,124,6.0586,32.1132,5.0864,43622.00,231215.00,12,88
568,-9628.83,-32.0961,0.0991,7200,8528,1.1844,118,5.7882,30.4285,4.9210,41675.00,219085.00,13,80
569,-9918.29,-33.0610,0.0975,7200,8653,1.2018,100,5.9204,31.3796,4.9910,42627.00,225933.00,8,40
570,-10106.05,-33.6868,0.0959,7200,8655,1.2021,120,6.0539,31.9394,5.0883,43588.00,229964.00,8,70
571,-9659.41,-32.1980,0.0943,7200,8453,1.1740,137,5.7494,30.5292,4.8450,41396.00,219810.00,8,52
572,-10197.74,-33.9925,0.0927,7200,8657,1.2024,115,6.0438,32.2565,5.0668,43515.00,232247.00,15,123
573,-9746.65,-32.4888,0.0912,7200,8577,1.1912,120,5.8381,30.8124,4.9225,42034.00,221849.00,15,98
574,-9929.42,-33.0981,0.0896,7200,8547,1.1871,120,5.9344,31.3861,4.9931,42728.00,225980.00,7,44
575,-9974.42,-33.2481,0.0880,7200,8656,1.2022,119,5.9387,31.5483,4.9704,42759.00,227148.00,11,69
576,-10237.54,-34.1251,0.0864,7200,8726,1.2119,107,6.1204,32.3683,5.1585,44067.00,233052.00,6,50
577,-9912.27,-33.0409,0.0848,7200,8734,1.2131,118,5.9336,31.3376,5.0253,42722.00,225631.00,11,82
578,-9876.88,-32.9229,0.0833,7200,8576,1.1911,110,5.9065,31.2381,4.9457,42527.00,224914.00,8,57
579,-9708.58,-32.3619,0.0817,7200,8540,1.1861,96,5.7879,30.7260,4.8771,41673.00,221227.00,8,50
580,-9924.83,-33.0828,0.0801,7200,8570,1.1903,114,5.9232,31.3867,4.9629,42647.00,225984.00,8,52
581,-9725.83,-32.4194,0.0785,7200,8625,1.1979,107,5.8515,30.7567,4.9221,42131.00,221448.00,10,79
582,-9766.88,-32.5563,0.0769,7200,8594,1.1936,121,5.8560,30.8751,4.9287,42163.00,222301.00,13,80
583,-10042.23,-33.4741,0.0753,7200,8655,1.2021,104,5.9951,31.7651,5.0349,43165.00,228709.00,13,90
584,-9563.28,-31.8776,0.0737,7200,8660,1.2028,111,5.7582,30.2450,4.8568,41459.00,217764.00,7,39
585,-9887.75,-32.9592,0.0722,7200,8559,1.1887,114,5.8806,31.2690,4.9719,42340.00,225137.00,10,79
586,-9958.95,-33.1965,0.0706,7200,8687,1.2065,111,5.9528,31.5067,4.9578,42860.00,226848.00,14,117
587,-9992.37,-33.3079,0.0690,7200,8705,1.2090,117,5.9931,31.5943,5.0125,43150.00,227479.00,7,62
588,-9968.29,-33.2276,0.0674,7200,8643,1.2004,125,5.9367,31.5194,4.9803,42744.00,226940.00,7,35
589,-9859.90,-32.8663,0.0658,7200,8610,1.1958,119,5.9018,31.1710,4.9696,42493.00,224431.00,8,51
590,-9779.62,-32.5987,0.0643,7200,8570,1.1903,130,5.8264,30.9214,4.8861,41950.00,222634.00,8,44
591,-9720.65,-32.4022,0.0627,7200,8543,1.1865,113,5.8171,30.7396,4.8971,41883.00,221325.00,9,70
592,-9567.12,-31.8904,0.0611,7200,8611,1.1960,110,5.7558,30.2578,4.8472,41442.00,217856.00,9,56
593,-9869.00,-32.8967,0.0595,7200,8696,1.2078,116,5.8854,31.2208,4.9332,42375.00,224790.00,6,37
594,-10265.52,-34.2184,0.0579,7200,8895,1.2354,123,6.1111,32.4675,5.1169,44000.00,233766.00,9,46
595,-10020.72,-33.4024,0.0563,7200,8701,1.2085,116,5.9593,31.6943,5.0224,42907.00,228199.00,8,38
596,-9708.12,-32.3604,0.0547,7200,8503,1.1810,115,5.7811,30.7081,4.8581,41624.00,221098.00,9,66
597,-9807.32,-32.6911,0.0532,7200,8530,1.1847,108,5.8558,31.0162,4.9400,42162.00,223317.00,11,90
598,-10062.08,-33.5403,0.0516,7200,8738,1.2136,97,6.0269,31.8299,5.0742,43394.00,229175.00,10,72
599,-9818.40,-32.7280,0.0500,7200,8681,1.2057,108,5.8688,31.0621,4.9351,42255.00,223647.00,11,103
